collected_at,collection_date,ticker,status,earnings_date,days_to_earnings,spot,expiry,strike,implied_em,note,days_expiry_after_earnings,moneyness,call_bid,call_ask,call_last,call_iv,call_volume,call_oi,put_bid,put_ask,put_last,put_iv,put_volume,put_oi,call_mid,put_mid,price_source,straddle_price,call_rel_spread,put_rel_spread,parity_gap,hist_em,sector,divergence
2026-07-29T15:52:52,2026-07-29,CMG,ok,2026-07-29,0.0,34.215,2026-07-31,34.0,0.077159,,2.0,-0.00628,1.31,1.42,1.44,1.01953615234375,614.0,1011.0,1.19,1.36,1.28,1.1171919140625,651.0,150.0,1.365,1.275,mid,2.64,0.08059,0.13333,0.0036533684056700272,0.0670901430771113,Consumer Discretionary,1.1500795267542638
2026-07-29T15:52:33,2026-07-29,BSX,ok,2026-07-29,0.0,46.16,2026-07-31,46.0,0.042244,,2.0,-0.00347,0.65,1.1,1.0,0.6113320117187502,757.0,1409.0,0.85,1.3,0.95,0.692385888671875,1573.0,1708.0,0.875,1.075,mid,1.95,0.51429,0.4186,0.007798960138648168,0.0485431205873706,Health Care,0.8702365956050746
2026-07-29T15:52:26,2026-07-29,BIIB,ok,2026-07-29,0.0,207.97,2026-07-31,207.5,0.030293,,2.0,-0.00226,2.55,5.0,3.37,0.6337927246093751,6.0,10.0,1.05,4.0,1.0,0.5632367895507813,3.0,5.0,3.775,2.525,mid,6.3,0.64901,1.16832,0.0037505409434053045,0.0221486434229609,Health Care,1.367713562474714
2026-07-28T15:43:46,2026-07-28,PYPL,ok,2026-07-28,0.0,58.575,2026-07-31,59.0,0.034742,,3.0,0.00726,0.62,0.75,0.7,0.3847717773437499,5582.0,1751.0,1.32,1.38,1.32,0.471684970703125,365.0,182.0,0.685,1.35,mid,2.035,0.18978,0.04444,0.004097311139564694,0.0776893701909896,Financials,0.44719116546563753
2026-08-04T14:13:03,2026-08-04,ANET,ok,2026-08-04,0.0,192.66,2026-08-07,195.0,0.107573,,3.0,0.01215,9.2,9.55,9.23,1.298587491455078,306.0,592.0,11.05,11.65,11.0,1.2531775622558592,23.0,30.0,9.375,11.35,mid,20.725,0.03733,0.05286,0.0018945292224644924,0.0835550901742632,Information Technology,1.2874499898886453
2026-07-28T15:43:39,2026-07-28,PPG,ok,2026-07-28,0.0,118.895,2026-07-31,119.0,0.043105,,3.0,0.00088,2.8,3.3,3.0,0.6245154736328126,2.0,14.0,1.8,2.35,2.19,0.4624077197265626,1.0,1.0,3.05,2.075,mid,5.125,0.16393,0.26506,0.009083645233188935,0.0362574936624714,Materials,1.1888576855662851
2026-07-28T15:41:08,2026-07-28,F,ok,2026-07-28,0.0,14.905,2026-07-31,15.0,0.066756,,3.0,0.00637,0.43,0.44,0.43,0.7695335546875001,9259.0,15855.0,0.55,0.57,0.56,0.8203142968749999,1051.0,1419.0,0.435,0.56,mid,0.995,0.02299,0.03571,0.002012747400201232,0.0671323660072281,Consumer Discretionary,0.9943936728345373
2026-08-04T14:14:32,2026-08-04,EMR,ok,2026-08-04,0.0,154.475,2026-08-07,152.5,0.056158,,3.0,-0.01279,5.0,5.9,5.4,0.6853058813476562,8.0,174.0,2.75,3.7,3.3,0.6455113574218749,294.0,24.0,5.45,3.225,mid,8.675,0.16514,0.29457,0.0016183848519177862,0.0450349145806214,Industrials,1.2469880430097424
2026-08-04T14:14:33,2026-08-04,EOG,ok,2026-08-04,0.0,143.8,2026-08-07,144.0,0.041551,,3.0,0.00139,2.8,3.5,2.81,0.5405319384765627,68.0,50.0,2.45,3.2,3.0,0.51562984375,8.0,21.0,3.15,2.825,mid,5.975,0.22222,0.26549,0.0036509040333797334,0.017311819920822,Energy,2.400152045829915
2026-08-04T14:14:23,2026-08-04,DVN,ok,2026-08-04,0.0,43.999,2026-08-07,44.0,0.046137,,3.0,2e-05,1.01,1.11,1.05,0.577152666015625,1185.0,1108.0,0.92,1.02,0.96,0.5273484765625001,112.0,458.0,1.06,0.97,mid,2.03,0.09434,0.10309,0.002068228823382374,0.0187437449548011,Energy,2.461461149373049
2026-08-04T14:14:53,2026-08-04,FIS,ok,2026-08-04,0.0,43.255,2026-08-07,43.0,0.042192,,3.0,-0.0059,0.6,1.05,0.78,0.508793974609375,10.0,31.0,0.85,1.15,1.25,0.62305064453125,751.0,31.0,0.825,1.0,mid,1.825,0.54545,0.3,0.009941047277771349,0.0414942255804021,Financials,1.016816181283968
2026-07-28T15:40:06,2026-07-28,CNC,ok,2026-07-28,0.0,64.79,2026-07-31,65.0,0.047924,,3.0,0.00324,1.1,1.4,0.89,0.5546919531250001,2067.0,1537.0,1.69,2.02,3.22,0.6450230810546875,61.0,99.0,1.25,1.855,mid,3.105,0.24,0.1779,0.006096619848742247,0.0427929770011412,Health Care,1.1199033897249533
2026-07-28T15:39:43,2026-07-28,CARR,ok,2026-07-28,0.0,63.16,2026-07-31,63.0,0.035228,,3.0,-0.00253,1.05,1.35,1.05,0.481450498046875,8.0,1.0,0.9,1.15,1.08,0.4663139306640625,96.0,128.0,1.2000000000000002,1.025,mid,2.225,0.25,0.2439,0.00023749208359733493,0.0563698197773764,Industrials,0.6249443432518919
2026-07-28T15:39:25,2026-07-28,BA,ok,2026-07-28,0.0,222.045,2026-07-31,222.5,0.03434,,3.0,0.00205,3.45,4.0,3.9,0.45508357421875,1754.0,638.0,3.65,4.15,3.88,0.4221249194335937,633.0,34.0,3.725,3.9,mid,7.625,0.14765,0.12821,0.0012610056520074811,0.0300775779180546,Industrials,1.1417142727901242
