collected_at,collection_date,ticker,status,earnings_date,days_to_earnings,spot,expiry,strike,implied_em,note,days_expiry_after_earnings,moneyness,call_bid,call_ask,call_last,call_iv,call_volume,call_oi,put_bid,put_ask,put_last,put_iv,put_volume,put_oi,call_mid,put_mid,price_source,straddle_price,call_rel_spread,put_rel_spread,parity_gap,hist_em,sector,divergence
2026-08-04T14:15:04,2026-08-04,GILD,ok,2026-08-04,0.0,131.66,2026-08-07,132.0,0.052977,,3.0,0.00258,3.05,3.35,3.23,0.6118202880859377,128.0,83.0,3.65,3.9,3.85,0.6543003320312502,5.0,30.0,3.2,3.775,mid,6.975,0.09375,0.06623,0.0017849005012913082,0.0438258154445635,Health Care,1.2088080840620545
2026-08-04T14:13:08,2026-08-04,APO,ok,2026-08-04,0.0,132.285,2026-08-07,132.0,0.035907,,3.0,-0.00215,1.95,3.0,1.06,0.51758294921875,1.0,34.0,1.85,2.7,8.7,0.514653291015625,20.0,21.0,2.475,2.2750000000000004,mid,4.75,0.42424,0.37363,0.0006425520656159653,0.0212733819940985,Financials,1.6878839485870676
2026-07-28T15:42:47,2026-07-28,MDLZ,ok,2026-07-28,0.0,62.38,2026-07-31,62.0,0.038474,,3.0,-0.00609,1.35,1.5,1.4,0.5009815527343751,201.0,154.0,0.9,1.05,0.94,0.473638076171875,275.0,310.0,1.425,0.975,mid,2.4,0.10526,0.15385,0.0011221545367103747,0.0267052740822546,Consumer Staples,1.4406892017470665
2026-08-04T14:13:26,2026-08-04,BKNG,ok,2026-08-04,0.0,193.63,2026-08-07,192.5,0.070495,,3.0,-0.00584,6.5,7.1,6.6,0.77148666015625,163.0,129.0,6.4,7.3,7.12,0.9182137084960936,17.0,136.0,6.8,6.85,mid,13.65,0.08824,0.13139,0.006094096989102817,0.0359680108905763,Consumer Discretionary,1.9599360168807625
2026-08-04T14:13:35,2026-08-04,CAT,ok,2026-08-04,0.0,882.505,2026-08-07,885.0,0.042663,,3.0,0.00283,16.95,20.2,18.84,0.5364426239013673,180.0,538.0,18.0,20.15,19.0,0.5115100119018555,51.0,36.0,18.575,19.075,mid,37.65,0.17497,0.11271,0.0022606104214707053,0.0407715483752335,Industrials,1.046391459244051
2026-07-28T15:41:47,2026-07-28,HLT,ok,2026-07-28,0.0,323.155,2026-07-31,325.0,0.025143,,3.0,0.00571,2.85,4.1,2.93,0.3670717590332031,12.0,3.0,4.1,5.2,6.15,0.3112861840820312,1.0,183.0,3.4749999999999996,4.65,mid,8.125,0.35971,0.23656,0.0020733084742618024,0.0262747188212284,Consumer Discretionary,0.9569274621384705
2026-07-28T15:42:24,2026-07-28,KO,ok,2026-07-28,0.0,88.165,2026-07-31,88.0,0.020189,,3.0,-0.00187,0.8,0.9,0.84,0.2216874707031249,2994.0,1389.0,0.88,0.98,0.94,0.2880930566406249,2996.0,129.0,0.8500000000000001,0.93,mid,1.78,0.11765,0.10753,0.0027788805081383626,0.018052284305098,Consumer Staples,1.1183626215269935
2026-07-29T15:53:59,2026-07-29,GD,ok,2026-07-29,0.0,382.315,2026-07-31,382.5,0.020337,,2.0,0.00048,3.2,7.0,14.0,0.5128222546386718,1.0,3.0,1.75,3.6,2.6,0.2535475036621094,52.0,112.0,5.1,2.675,mid,7.775,0.7451,0.69159,0.006826831277872994,0.0340883286174653,Industrials,0.596597158758328
2026-07-29T15:54:06,2026-07-29,GNRC,ok,2026-07-29,0.0,195.08,2026-07-31,200.0,0.063051,,2.0,0.02522,3.2,6.0,3.0,0.9489751196289062,99.0,169.0,6.5,8.9,9.8,0.6787141503906251,59.0,38.0,4.6,7.7,mid,12.3,0.6087,0.31169,0.009329505843756372,0.0717927017583325,Industrials,0.8782369023001992
2026-07-30T15:21:59,2026-07-30,MA,ok,2026-07-30,0.0,576.52,2026-07-31,580.0,0.013963,,1.0,0.00604,2.0,3.1,2.37,0.2713695910644531,95.0,95.0,3.8,7.2,4.9,0.3090889404296875,228.0,2.0,2.55,5.5,mid,8.05,0.43137,0.61818,0.0009193089571913771,0.0219580523158184,Financials,0.6358942860310597
2026-07-30T15:21:46,2026-07-30,KKR,ok,2026-07-30,0.0,101.42,2026-07-31,101.0,0.033277,,1.0,-0.00414,0.85,1.95,1.27,0.5795940478515625,19.0,661.0,0.75,3.2,4.41,0.7290066162109375,1.0,123.0,1.4,1.975,mid,3.375,0.78571,1.24051,0.009810688227174033,0.0335125811140005,Financials,0.9929703679582567
2026-07-30T15:21:34,2026-07-30,IP,ok,2026-07-30,0.0,43.175,2026-07-31,42.0,0.035321,,1.0,-0.02721,1.0,1.5,1.25,0.6162147753906251,49.0,670.0,0.1,0.45,0.3,0.56836369140625,45.0,25.0,1.25,0.275,mid,1.525,0.4,1.27273,0.004632310364794343,0.0673906738123076,Materials,0.5241229683854164
2026-07-30T15:21:25,2026-07-30,HSY,ok,2026-07-30,0.0,179.6,2026-07-31,180.0,0.021854,,1.0,0.00223,1.2,2.3,6.65,0.469731865234375,1.0,161.0,1.65,2.7,2.04,0.469731865234375,117.0,123.0,1.75,2.175,mid,3.925,0.62857,0.48276,0.0001391982182628379,0.0269825227568457,Consumer Staples,0.8099316804784479
2026-07-30T15:21:06,2026-07-30,GDDY,ok,2026-07-30,0.0,99.325,2026-07-31,95.0,0.108986,,1.0,-0.04354,6.9,8.5,7.8,1.833985205078125,5.0,207.0,2.75,3.5,3.04,1.7412122314453122,59.0,11.0,7.7,3.125,mid,10.825,0.20779,0.24,0.0025169896803423106,0.0799309124103156,Information Technology,1.363502513777569
2026-07-30T15:21:03,2026-07-30,FSLR,ok,2026-07-30,0.0,204.26,2026-07-31,205.0,0.072824,,1.0,0.00362,5.85,7.45,6.45,1.1611370068359377,456.0,160.0,7.7,8.75,8.55,1.2993199096679686,89.0,466.0,6.65,8.225,mid,14.875,0.2406,0.12766,0.004087927151669341,0.0662663053133934,Information Technology,1.0989597149802341
2026-07-30T15:20:37,2026-07-30,DXCM,ok,2026-07-30,0.0,73.895,2026-07-31,74.0,0.077813,,1.0,0.00142,2.5,3.4,2.75,1.3720734521484377,15.0,35.0,2.5,3.1,3.1,1.26172244140625,69.0,331.0,2.95,2.8,mid,5.75,0.30508,0.21429,0.0034508424115300045,0.0793667282458016,Health Care,0.9804234308236865
2026-07-30T15:22:08,2026-07-30,MO,ok,2026-07-30,0.0,68.27,2026-07-31,68.0,0.0156,,1.0,-0.00395,0.53,0.79,0.65,0.3212958496093749,180.0,29.0,0.25,0.56,0.5,0.340826904296875,334.0,418.0,0.66,0.405,mid,1.065,0.39394,0.76543,0.00021971583418779213,0.0402621876218629,Consumer Staples,0.3874603175195824
2026-07-30T15:22:59,2026-07-30,SO,ok,2026-07-30,0.0,94.71,2026-07-31,95.0,0.013726,,1.0,0.00306,0.25,0.55,0.37,0.2446364599609375,8.0,307.0,0.6,1.2,1.0,0.3740296972656249,151.0,238.0,0.4,0.8999999999999999,mid,1.3,0.75,0.66667,0.0022172949002216636,0.0204223826583922,Utilities,0.6721057101708724
2026-07-30T15:22:17,2026-07-30,NCLH,ok,2026-07-30,0.0,19.035,2026-07-31,19.0,0.027055,,1.0,-0.00184,0.17,0.3,0.2,0.5039112109375,674.0,245.0,0.14,0.42,0.44,0.5293015820312501,331.0,911.0,0.235,0.28,mid,0.515,0.55319,1.0,0.004202784344628414,0.0839557060860765,Consumer Discretionary,0.3222532602163046
2026-07-30T15:20:18,2026-07-30,CRH,ok,2026-07-30,0.0,95.735,2026-07-31,98.0,0.031337,,1.0,0.02366,0.1,1.0,0.6,0.6728548339843752,1.0,3.0,1.7,3.2,1.75,0.647464462890625,40.0,41.0,0.55,2.45,mid,3.0,1.63636,0.61224,0.0038126077192248906,0.0353220628605959,Materials,0.887179214976102
